est_ratio	ploidy	doublet_prop
0.932524067896601	9	0.0274161366023561
0.958554587932761	15	0.0491945849029997
0.822863702169043	3	0.0135568783738497
0.9366080969283	9	0.0299741396013847
0.955735010926909	12	0.0424954134848972
0.798440456867859	3	0.0156838897937608
0.928625215835687	9	0.0260073866065654
0.910869844798421	6	0.0204902525051283
0.807436802193564	3	0.00403249972174896
0.949730076298285	12	0.0523743887861307
0.795336202681908	3	0.0147251273313879
0.910593146143103	6	0.0235447914096941
0.793208535142745	3	0.0140099946841939
0.944357203081378	12	0.0283483166732775
0.948636389847633	12	0.0361681664703225
0.963319871689746	15	0.0457551316674364
0.936036593596533	9	0.0227157765605468
0.801160381755118	3	0.0146623047199109
0.949138680615034	12	0.0559879561976994
0.949500736834598	12	0.037659812518498
0.935953067479693	9	0.0291820436252522
0.902226841033331	6	0.0195836766506372
0.947465508642528	12	0.0349305926554696
0.95809194911123	15	0.0439590197228867
0.964637372133853	15	0.0472599461654006
0.952632472471787	12	0.0414808767505312
0.937041780299727	9	0.0321186010210151
0.938586383955898	9	0.0319492649895555
0.938640487576362	9	0.027388630264783
0.904602945366569	6	0.0204557059920018
0.938336195965386	9	0.0254749533139505
0.479229833694147	2	0.0389215537583019
0.486850460441107	2	0.0374345373619486
0.458633890490581	2	0.0279719541297966
0.306954924276022	2	0.0279159313332264
0.470209090719623	2	0.0263664750342896
0.470742209379074	2	0.0465436061095094
0.470232965775633	2	0.0432394180764927
0.489554482366993	2	0.0193685709524459
0.47194596841387	2	0.0468648018648019
0.464648568487904	2	0.0427383108824073
0.458570414297827	2	0.0517527793159262
0.463595968618305	2	0.0458849303149423
0.477371699565464	2	0.0589911071524508
0.502942870315667	2	0.0547777257838091
0.473064985501592	2	0.0519421272158498
0.484894708222459	2	0.0583966456422018
0.453633656586264	2	0.0645388073420535
0.442862175856964	2	0.0536558150839486
0.477738608527382	2	0.0466802398960819
0.469142286538514	2	0.051240936585585
0.469212140172234	2	0.0462342871467965
0.474108396224607	2	0.0494960284853465
0.460353362148246	2	0.0417502766319594
0.463098441277689	2	0.057711921533839
0.468257982092716	2	0.0575662427781398
0.46479876563941	2	0.0397049155885084
0.470474755489673	2	0.0467753814447328
0.464095106758475	2	0.0550961910221713
0.501336263863876	2	0.0498386052020348
0.498164146779225	2	0.0610278157632325
0.47838483517845	2	0.0422811109274665
0.622035907617321	2	0.0463344415271231
0.45494146158309	2	0.0507702487654692
0.488358379286374	2	0.0567130173345234
0.474992980508209	2	0.0424946944981154
0.4916137757325	2	0.0504690119944929
0.485316110457125	2	0.0509533497776417
0.540079524087061	2	0.0114380363617393
0.535776166560967	2	0.0496040799892632
0.500485919237657	2	0.0523595814697462
0.474032008513487	2	0.043636246288886
0.493593411343392	2	0.0544639812268824
0.496025612742795	2	0.0465098196036612
0.477404201868766	2	0.0420322293262314
0.507649720486192	2	0.0525794130445293
0.508529319106582	2	0.0619917120460834
0.494076957915561	2	0.0595500633027821
0.477930441023487	2	0.0563357703237716
0.503566460426875	2	0.0578720377440035
0.481347897133716	2	0.0329434030814206
0.477261438505841	2	0.0365562367733101
0.505367701193222	2	0.0129535562549991
0.479992980976123	2	0.0399064605847597
0.482558230240952	2	0.0392372930053644
0.487606566294446	2	0.0510953444621229
0.179669673645577	2	0
0.483220810443461	2	0.0245016857720836
0.683747665611588	2	0.0270224254511845
0.50452718440617	2	0.0277234253050456
0.507346854422998	2	0.0272973279842555
0.505275216911929	2	0.0439359683188989
0.508849691642264	2	0.0313727064680612
0.495636075447919	2	0.0313687444417495
0.503291946210742	2	0.0443579657207081
0.491059945650727	2	0.0184611891155433
0.479126439359055	2	0.0290120901177568
0.478158018984913	2	0.0380929472977934
0.674832122164116	2	0.0282052852043812
0.49786325378851	2	0.0443087071383237
0.48695790704637	2	0.0474088683531754
0.494947852341952	2	0.0480735339472177
0.265959944983059	2	0.00075187969924812
0.4808638915922	2	0.0385136116871624
0.50849728140213	2	0.0321204485636234
0.594300194067664	2	0.0514425263089515
0.505399450644078	2	0.0537145358227737
0.498668713473217	2	0.0514252435818126
0.513056273734524	4	0.0213602784210731
0.758944540063225	4	0.03765943191855
0.763669099960763	4	0.0382655392635323
0.765226152329508	4	0.0439333661011086
0.781400182226625	4	0.0488537560360535
0.691261024606312	4	0.0437014862323462
0.822654946095686	4	0.0501780654266403
0.691342473520209	4	0.0596046262210499
0.801558720280991	4	0.0382410534595705
0.798819043503336	4	0.0391024444029486
0.679218638608954	4	0.0496952308654104
0.786773429883865	4	0.0358196739710369
0.694017569151417	4	0.0436400062631228
0.777343302918407	4	0.0442100531875047
0.702800987346628	4	0.0548487293877613
0.710658739877635	4	0.0455406756514373
0.74860193141899	4	0.0580554334400971
0.687188825555621	4	0.0629981468009749
0.692474862655796	4	0.0468895145784876
0.778454151790253	4	0.0452795378126084
0.687995252273926	4	0.0526127488902035
0.681407230059846	4	0.0390751018553306
0.818311104407514	4	0.0431683519513999
0.760762862098063	4	0.043463228431181
0.780459468317709	4	0.0191511907115105
0.689859804805308	4	0.0494142930120312
0.686956425216095	4	0.0527421389831064
0.762898866612209	4	0.04342836009304
0.775833669299742	4	0.045675643291899
0.826466008963809	4	0.0453616071428571
0.808255676700657	4	0.0535676237295358
0.721490699151456	4	0.0411234529435834
0.688793633211032	4	0.0486147286462437
0.767851251975822	4	0.0443786608765906
0.766663153801431	4	0.0512907504344353
0.707650483354949	4	0.040163765557526
0.682878104819922	4	0.064185242058844
0.772160604296807	4	0.0612208604571172
0.698519021821171	4	0.0495584089992835
0.699250148224541	4	0.0495011769980944
0.71978850275763	4	0.055054059637766
0.781082791532601	4	0.0426951205802673
0.704081811956468	4	0.0522911700257651
0.455705029678978	4	0.0516889820034928
0.7909657876374	4	0.0554610561063349
0.810634261887269	4	0.0499889570423103
0.700078563371043	4	0.0614963988595262
0.787658612619581	4	0.0603953181356692
0.78808964295403	4	0.0464591438676454
0.769916753267389	4	0.0451795871956422
0.80867527586203	4	0.055805235794613
0.781954372134051	4	0.0421131039317637
0.773041017620683	4	0.0504419333704546
0.785021482400666	4	0.049456920509282
0.786467435074645	4	0.0574915597497389
0.78519238152347	4	0.0496265154887856
0.731341643482652	4	0.0604895151750679
0.815832227736397	4	0.0482092173125559
0.514443908609829	4	0.0519836173430865
0.727090572616269	4	0.0501389439071682
0.829440336869928	4	0.0359736733877635
0.782154833257152	4	0.0368180457955401
0.784477739149081	4	0.0384701659937192
0.784759031311065	4	0.0351842790455135
0.831679933154686	4	0.0205221852042879
0.785420633983671	4	0.0388049305241367
0.831646361480665	4	0.043338048294156
0.787182146513556	4	0.0481001024028136
0.787321922105442	4	0.0415514062610365
0.822473767624145	4	0.0375781518325177
0.725019267684282	4	0.0400151200289253
0.750238485888955	4	0.0227555740037951
0.730372530635494	4	0.026431912574338
0.885127480757514	4	0.017854931263675
0.823389016416151	4	0.0383342946741718
0.797786211403115	4	0.0225500173788668
0.801817765692821	4	0.033997065604695
0.763239292155687	4	0.0459952452202358
0.761085789397025	4	0.0387862154910324
0.821963198945885	4	0.0290977557332332
0.802027940585736	4	0.0433196380717037
0.84442230494388	4	0.0325052273252439
0.766960936100759	4	0.0404223090623057
0.714505855800546	4	0.0400775720040537
0.782875769445191	4	0.0463423454849044
0.778860342449592	4	0.0356177251306552
0.815769246677804	4	0.0454731302550519
0.763085365509556	4	0.0498826131982888
0.789843737322619	4	0.041218253015516
0.78160667108733	4	0.0374429776112514
0.773783733426923	4	0.0455974718233444
0.778008412773234	4	0.0341365676807902
0.798736057501865	4	0.0420672505377637
0.779883406238794	4	0.0283239673906898
0.803244671241093	4	0.0373381730187538
0.723239301684137	4	0.0372558208891635
0.790602222471237	4	0.0483261306300726
0.85171676365222	4	0.0485717471791503
0.842430231895893	4	0.0446787355901945
0.792506512320199	4	0.0427424573380768
0.810005510756199	6	0.0363303715631648
0.857769385837302	6	0.0390997574021571
0.789593455083759	6	0.0465019231184771
0.772555649906952	6	0.0466574939910481
0.825999564204377	6	0.0513414810280676
0.773159634804786	6	0.0511341748844687
0.788598757144589	6	0.0423112550648107
0.82860054693315	6	0.0310521799951726
0.748299925712204	6	0.0598818380524585
0.774133178303401	6	0.0272913382799585
0.788308216949569	6	0.0490777269952807
0.801426163591225	6	0.0431109690798939
0.809859916142463	6	0.0423039007850926
0.773118845685854	6	0.0532852266006187
0.761814829569485	6	0.0561840046690241
0.799862670686914	6	0.0548014465182443
0.750240399374052	6	0.0430199212123262
0.794487575772594	6	0.0336827533735589
0.774379345295031	6	0.0596049305433292
0.830575599520019	6	0.0247687020329957
0.771626884770523	6	0.0388962200425115
0.804388319636169	6	0.0422786461297809
0.803143136017568	6	0.049126625930899
0.796164282506689	6	0.0422146847848408
0.786523647409548	6	0.0529363203546428
0.828824434270134	6	0.0470042789864743
0.75049642603357	6	0.039631648134007
0.828162224129462	6	0.0285011996315823
0.812952879243266	6	0.0550922249814134
0.826901457685591	6	0.0228169687101798
0.772890585102068	6	0.0519451584249868
0.844743175525371	6	0.0413435028571974
0.760671854104125	6	0.0470543377385774
0.766578089079799	6	0.0495684185534995
0.820787680397264	6	0.0543609682575174
0.766667347706055	6	0.0575667670066677
0.827022824847625	6	0.0385969891626072
0.836542511493681	6	0.0308642689402265
0.847394727614874	6	0.0548966710329706
0.796780069232362	6	0.0276107250909024
0.757149197945195	6	0.0426545203550478
0.846788671914286	6	0.0435147853287285
0.782914655539319	6	0.054148140613951
0.846403334461401	6	0.0525641237355528
0.797756958796414	6	0.0551595661109989
0.826269262912255	6	0.0453204246427184
0.791167935330023	6	0.0434995224450812
0.789277610131739	6	0.0361605782954386
0.836390129343275	6	0.0589140813213221
0.847953029521207	6	0.0264986711290481
0.821283927409306	6	0.0462275697448231
0.776306735650201	6	0.0516041785811504
0.833072913341863	6	0.0541288842950361
0.788533025792744	6	0.0590967128025861
0.81830996410951	6	0.0466906111391759
0.849722784722126	6	0.0564809642165406
0.815471663981175	6	0.0439696047212339
0.804339913364373	6	0.0365968896647821
0.824985246552237	6	0.0607364272333577
0.821048915117512	6	0.025979491041173
0.788079553811065	6	0.0401913160907014
0.811631450416088	6	0.0405111900606542
0.819508096990068	6	0.0452915304508221
0.774479422756844	6	0.0473789278483329
0.828320851761571	6	0.043304976728916
0.833983402448596	6	0.0444467781560128
0.814520025567759	6	0.0353865022013994
0.810169435839981	6	0.0290992332639413
0.821726018957376	6	0.050567146834729
0.8149208846605	6	0.017886343796491
0.793814744877868	6	0.0235690999720136
0.786445414366338	6	0.031762677995317
0.841655639268695	6	0.0250884429088625
0.836240703078894	6	0.0273420628194965
0.783661821514734	6	0.0297433740867233
0.85533344076418	6	0.0379172088474288
0.78896826657056	6	0.0327000867084908
0.802100114809529	6	0.0241243736728269
0.824434206328158	6	0.0450415042664201
0.777183724458294	6	0.0224562451763886
0.825107173467118	6	0.0242540720762811
0.820732582833791	6	0.0390062912079467
0.846777566126658	6	0.0405896178537525
0.840918638571675	6	0.0392218011411876
0.85512439025481	6	0.0417938528910875
0.826548877575759	6	0.0386035682553683
0.801124789604342	6	0.034449580586764
0.854409525583739	6	0.0289116501092031
0.789457139920628	6	0.0506677869257625
0.808855501207886	6	0.0238552753177197
0.835124751390362	6	0.0400251937722763
0.834802755608537	6	0.0290650925717969
0.843943512516271	6	0.044983578945613
0.842630840948996	6	0.0471347905504636
0.816295144435464	6	0.0485842640611706
0.817302252353542	6	0.0502354109973651
0.796219879379277	6	0.0423871758467121
0.822341017570394	6	0.0313435857710015
0.820355010281921	6	0.0527333062679823
0.796059728242367	6	0.0261049089026016
0.810155447765675	8	0.0575568718807514
0.772063061831527	8	0.0367472585126214
0.845466190230236	8	0.0519617224880383
0.802600971758336	8	0.0552193722979216
0.80350071883463	8	0.0511346632642291
0.842054051006281	8	0.0478541229723986
0.831312814426416	8	0.0561028935951877
0.814940116804174	8	0.0538300870562942
0.779325688853071	8	0.0513148539058916
0.814748978902852	8	0.0524864220781249
0.808090665299294	8	0.0433900989889197
0.805431272190113	8	0.03384877124681
0.791782252176346	8	0.0457768979128034
0.819392262643228	8	0.0584694797149909
0.814888927864113	8	0.0535786180035885
0.8339852326964	8	0.0532793236574661
0.820910139550456	8	0.0594969255939385
0.836623398466754	8	0.050424913598119
0.811748843366754	8	0.0543664369085796
0.761782831724982	8	0.0619268866584745
0.853850417515673	8	0.0488354327540068
0.801246117327515	8	0.0380115218801267
0.839400532987106	8	0.0495333241619308
0.819872547208773	8	0.056224694207603
0.831708889553155	8	0.049449278456912
0.775859233153968	8	0.0541311309703195
0.704513002207846	8	0.0602773316985734
0.834517042159407	8	0.0508909859598541
0.834127120803547	8	0.0368002756641709
0.813610772583961	8	0.0410453290226982
0.833378802525441	8	0.0525648085542412
0.837324317129066	8	0.0393854316788925
0.816506012866605	8	0.0545141741988496
0.851496042322497	8	0.0571119154850719
0.820560314537295	8	0.0428417428345562
0.844557193137889	8	0.0531610339063534
0.82290736560681	8	0.0579496106795841
0.832261669678217	8	0.0500853369497446
0.818291967787778	8	0.0400013081066939
0.828814404768103	8	0.0486273539734361
0.850277185280226	8	0.0537766628805152
0.824957389007338	8	0.0448517137804367
0.854397211066351	8	0.0540703884491467
0.839664107072133	8	0.0501868703698957
0.780112438983444	8	0.0528565375191142
0.808964932201328	8	0.0535371508681117
0.859775068826635	8	0.0530317483332189
0.8273739874243	8	0.054137182413904
0.808153322000183	8	0.0510896035547054
0.844282226166738	8	0.0540785012601366
0.851181399504047	8	0.0539566364919469
0.843850516470632	8	0.0456876812358011
0.853209855270438	8	0.050593200246574
0.841808669115237	8	0.0498445528266746
0.838770788244461	8	0.050316424389704
0.850317438673288	8	0.0565449779513154
0.818227133335401	8	0.0588537565113104
0.852942344138217	8	0.0550205203703079
0.820950083489009	8	0.0528862037023042
0.849503709364351	8	0.0483376625177137
0.85574641494114	8	0.0363805743776138
0.835531343694342	8	0.0362027054610232
0.859547858364323	8	0.0418962006214657
0.83883679179974	8	0.0476977706682117
0.840099558915066	8	0.0407726708165382
0.856844682875925	8	0.0360312713591703
0.818996815184182	8	0.0447989684622796
0.835360375777623	8	0.0411339857062106
0.849776680599664	8	0.0401477101060052
0.842255755740901	8	0.044870485625599
0.824098682690911	8	0.0416858390021266
0.829505330225338	8	0.033828089299578
0.808168384531908	8	0.0439265214805733
0.82278237882058	8	0.0345605471016455
0.822945391647858	8	0.0290994736803578
0.848902729823468	8	0.0386315664189926
0.849007667457761	8	0.0330592035577944
0.868604317051555	8	0.0267058407448178
0.842706262551283	8	0.0245018188570319
0.832401353433543	8	0.0295780362921113
0.834757933854896	8	0.0424192505235491
0.830843537592371	8	0.0332271372944932
0.842198681438984	8	0.0409392285515916
0.793878574188607	8	0.0355009947960626
0.849094650615064	8	0.0411920861037176
0.836157343179658	8	0.0424338638697042
0.842028388740876	8	0.0461791319854776
0.879355728948685	8	0.0386888435138529
0.827318830596181	8	0.038730904485279
0.814753833252482	8	0.0329066744330258
0.851324147045004	8	0.0500715453328826
0.814707782483027	8	0.0372794006261361
0.847532307501182	8	0.049410156063168
0.852619875097755	8	0.0527217997067022
0.851455273903425	8	0.044394642139326
0.830985788678397	8	0.0482539130950691
0.852410209410909	8	0.0484311235092725
0.84683825006272	8	0.0439732010938768
0.825483711410719	8	0.0435167899276821
0.843454587539459	8	0.0477787832193256
0.779015053954462	3	0.0383671302791071
0.778263334845828	3	0.0360364397169476
0.795431326973089	3	0.0342071462322226
0.848477101742484	3	0.0364794269014922
0.660654990796447	3	0.0347363429590992
0.816467854861428	3	0.0356871512136086
0.717016506955697	3	0.0336984922213966
0.787518295671024	3	0.0355192574788546
0.76956209888979	3	0.0265092018038597
0.749942891481436	3	0.0499798123484255
0.746883063455168	3	0.049663849196913
0.653607882523399	3	0.0465924132975304
0.788570696820363	3	0.0469577436412717
0.441696544060327	3	0.00170728835511598
0.636790798661633	3	0.047842348870915
0.769875513347624	3	0.0586590180113496
0.776102679818101	3	0.0397602248265965
0.668373785329214	3	0.0487729679827765
0.657545924290302	3	0.050487340916887
0.700329797875622	3	0.050744077584135
0.771321474241028	3	0.045376007372108
0.549662443700771	3	0.00335453211265637
0.761577014475784	3	0.0437861024409528
0.731745165950543	3	0.04902634766808
0.73826170998994	3	0.0508829445595784
0.629703748656688	3	0.0579283769222495
0.767411541663871	3	0.0428444728859288
0.801704018370491	3	0.00197264597580221
0.70308938535583	3	0.0495527269736634
0.810051668428904	3	0.0498034830112449
0.999593443638901	3	0.00102504026943916
0.785445015746578	3	0.0452984493140548
0.801067748042437	3	0.0413123437966645
0.798225288095243	3	0.0536864733876836
0.647978017157854	3	0.0443600896594295
0.750747222390151	3	0.0643840628877171
0.753112982161569	3	0.0436003567853824
0.651949658011435	3	0.0498779260070455
0.657012050628374	3	0.0506534393958517
0.660955866290982	3	0.0448531971683881
0.707818711018553	3	0.038626267455527
0.696294897218119	3	0.0383805124036859
0.749131863607475	3	0.0442075174898185
0.793929563286572	3	0.0456552957433549
0.65569030505081	3	0.053556910181195
0.754681642710557	3	0.0428856315593344
0.654962055097953	3	0.0471611302952191
0.743947950949499	3	0.0480440894104032
0.664041536526769	3	0.0498125171478218
0.716937156108868	3	0.0452915965181554
0.705137176984295	3	0.00121532742350586
0.669869423399753	3	0.0467271795136597
0.80164685414239	3	0.0494733251785117
0.661264381685057	3	0.0463534541810048
0.757113548078171	3	0.0551740971755838
0.651072188170232	3	0.0354699180130215
0.781311972306327	3	0.0504315398069291
0.707690871875398	3	0.048091786903251
0.803920936015979	3	0.0437342242924557
0.761922033988672	3	0.0362460086075246
0.801257119489324	3	0.0391578849297679
0.751171784857903	3	0.0409171706969581
0.786881998460119	3	0.0427653392170338
0.733304814439646	3	0.0380817745984035
0.635243980910952	3	0.0506322954111243
0.66254085466298	3	0.0299302476763867
0.434888383050585	3	0.0454424553807409
0.786971176828558	3	0.0435119659928788
0.712572874976187	3	0.0479836779929977
0.810989887574127	3	0.0383155477509118
0.64495762489641	3	0.0521809174464365
0.781324844280369	3	0.0518069656888719
0.700102971539647	3	0.0445500465807985
0.794360583719772	3	0.0381351898221537
0.808623485142317	3	0.0434784190106693
0.801907081728962	3	0.0263847482236904
0.760705584615706	3	0.0449808751777769
0.737274379745253	3	0.0470261549534603
0.705077151859839	3	0.0496349417431324
0.66675418097665	3	0.0427931047635107
0.793702778209757	3	0.0419057651870701
0.750729697695801	3	0.046811527554227
0.697228053932768	3	0.0439796075387878
0.811125861859391	3	0.0397634210432771
0.700697725072417	3	0.052140774464167
0.79870358072368	3	0.0283376509115793
0.766071963107107	3	0.0482070003591514
0.632010149600388	3	0.0508660007927355
0.750068625213751	3	0.0447575322722828
0.781850135312378	3	0.0458296003879129
0.69106848289655	3	0.0474452247923073
0.804349883567577	3	0.0466946128593144
0.701284489009344	3	0.041966366547625
0.681696507680624	3	0.056205256503134
0.579261164367547	5	0
0.883995755621918	5	0.0193834333631294
0.836374894245114	5	0.0186243348975896
0.882023021094798	5	0.0259397956154045
0.81860283899414	5	0.0262035358322826
0.95195857129248	5	0.0191838138524816
0.858117341509318	5	0.0230763782793893
0.792811431937337	5	0.0264052017040065
0.84505522285359	5	0.0306457520503225
0.891638189162789	5	0.0321880686067838
0.754039888849098	5	0.0331498495522281
0.860741944323716	5	0.027208371922115
0.868912110467484	5	0.0260541044461033
0.849134785820338	5	0.0319808148024032
0.840360470522287	5	0.035252822771614
0.827607952012525	5	0.0475318772882212
